CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
6401418,10/10/2016 02:09:57 AM,10/10/2016 02:27:00 AM,10/10/2016 02:27:00 AM,Closed,Case Transferred - Transferred to SFPD. CAD# 162840280,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},Intersection of 19TH ST and MINNESOTA ST,19TH ST,10,Dogpatch,BAYVIEW,37.76155232921,-122.390390681217,"(37.76155233, -122.39039068)",Mobile/Open311,
6401233,10/09/2016 09:43:35 PM,10/09/2016 09:49:44 PM,10/09/2016 09:49:44 PM,Closed,Case is Invalid,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"850 LA PLAYA, SAN FRANCISCO, CA, 94121",LA PLAYA,1,Outer Richmond,RICHMOND,37.772415306785,-122.509778140637,"(37.77241531, -122.50977814)",Mobile/Open311,
6400811,10/09/2016 05:34:10 PM,10/09/2016 05:51:16 PM,10/09/2016 05:51:16 PM,Closed,Case is Invalid,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"2352 FULTON ST, SAN FRANCISCO, CA, 94118",FULTON ST,1,Lone Mountain,RICHMOND,37.774826207931,-122.455497442698,"(37.77482621, -122.45549744)",Mobile/Open311,
6400794,10/09/2016 05:27:46 PM,10/09/2016 05:50:05 PM,10/09/2016 05:50:05 PM,Closed,Case is Invalid,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"2350 FULTON ST, SAN FRANCISCO, CA, 94118",FULTON ST,1,Lone Mountain,RICHMOND,37.774886,-122.455547,"(37.774886, -122.455547)",Mobile/Open311,
6400695,10/09/2016 04:53:52 PM,10/09/2016 04:57:05 PM,10/09/2016 04:57:05 PM,Closed,Case is Invalid - please contact SFPD non emergency @ 415-553-0123.,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"2350 FULTON ST, SAN FRANCISCO, CA, 94118",FULTON ST,1,Lone Mountain,RICHMOND,37.774886,-122.455547,"(37.774886, -122.455547)",Mobile/Open311,
5091846,09/12/2015 10:02:41 PM,09/13/2015 05:03:52 AM,09/13/2015 05:03:52 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
6400495,10/09/2016 03:53:31 PM,10/10/2016 05:30:08 AM,10/10/2016 05:30:08 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,
6400212,10/09/2016 02:13:25 PM,10/10/2016 05:30:08 AM,10/10/2016 05:30:08 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1376 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,9,Mission,MISSION,37.767189025879,-122.418563842773,"(37.76718903, -122.41856384)",Web,
6399638,10/09/2016 10:55:15 AM,10/09/2016 12:00:15 PM,10/09/2016 12:00:15 PM,Closed,Case Transferred - Reported to SFPD,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"1379 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,9,Mission,MISSION,37.767179452147,-122.418452957759,"(37.76717945, -122.41845296)",Mobile/Open311,
6399502,10/09/2016 10:20:48 AM,10/09/2016 10:54:35 AM,10/09/2016 10:54:35 AM,Closed,Case Transferred - Transferred to SFPD,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10,Potrero Hill,MISSION,37.749516,-122.404793,"(37.749516, -122.404793)",Mobile/Open311,
6398882,10/09/2016 01:22:11 AM,10/10/2016 05:30:08 AM,10/10/2016 05:30:08 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of COMMERCIAL ST and KEARNY ST,COMMERCIAL ST,3,Chinatown,CENTRAL,37.794021606445,-122.404708862305,"(37.79402161, -122.40470886)",Phone,
6398843,10/09/2016 12:42:29 AM,10/10/2016 05:30:08 AM,10/10/2016 05:30:08 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"47 PALM AVE, SAN FRANCISCO, CA, 94118",PALM AVE,2,Laurel Heights / Jordan Park,RICHMOND,37.784841482318,-122.458375007232,"(37.78484148, -122.45837501)",Mobile/Open311,
6398836,10/09/2016 12:32:31 AM,10/10/2016 05:30:08 AM,10/10/2016 05:30:08 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,{{nature_of_request.label}},Intersection of 22ND AVE and CABRILLO ST,22ND AVE,1,Outer Richmond,RICHMOND,37.774581,-122.481116,"(37.774581, -122.481116)",Mobile/Open311,
6398551,10/08/2016 07:49:02 PM,10/09/2016 05:30:27 AM,10/09/2016 05:30:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"71 BRADY ST, SAN FRANCISCO, CA, 94103",BRADY ST,6,South of Market,SOUTHERN,37.772743225098,-122.420074462891,"(37.77274323, -122.42007446)",Web,
6398511,10/08/2016 07:10:10 PM,10/09/2016 05:30:27 AM,10/09/2016 05:30:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"77 BRADY ST, SAN FRANCISCO, CA, 94103",BRADY ST,6,South of Market,SOUTHERN,37.772663116455,-122.419967651367,"(37.77266312, -122.41996765)",Web,
6397488,10/08/2016 01:12:41 PM,10/09/2016 05:30:27 AM,10/09/2016 05:30:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"3101 21ST ST, SAN FRANCISCO, CA, 94110",21ST ST,9,Mission,MISSION,37.757122039795,-122.416748046875,"(37.75712204, -122.41674805)",Phone,
6397401,10/08/2016 12:49:29 PM,10/09/2016 05:30:27 AM,10/09/2016 05:30:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,
6396328,10/08/2016 01:12:12 AM,10/09/2016 05:30:26 AM,10/09/2016 05:30:26 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"348 2ND AVE, SAN FRANCISCO, CA, 94118",2ND AVE,1,Inner Richmond,RICHMOND,37.782249450684,-122.45987701416,"(37.78224945, -122.45987701)",Web,
6396281,10/08/2016 12:13:34 AM,10/09/2016 05:30:27 AM,10/09/2016 05:30:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of KEARNY ST and COMMERCIAL ST,KEARNY ST,3,Chinatown,CENTRAL,37.794021606445,-122.404708862305,"(37.79402161, -122.40470886)",Phone,
6396277,10/08/2016 12:08:35 AM,10/08/2016 12:20:46 AM,10/08/2016 12:20:46 AM,Closed,"Case Transferred - Reported to SFPD Case #162820021. In the future, incidents such as these should be reported to SF PD Non Emergency at 415-553-0123",311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"374 VERNON ST, SAN FRANCISCO, CA, 94132",VERNON ST,11,Ingleside,TARAVAL,37.719260773645,-122.467867385822,"(37.71926077, -122.46786739)",Mobile/Open311,
6396248,10/07/2016 11:01:45 PM,10/07/2016 11:22:33 PM,10/07/2016 11:22:33 PM,Closed,"Case Transferred - For faster response in the future call the non emergency SFPD at 415-553-0123,  transf erred ref # 162814764",311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"1200 TREAT AVE, SAN FRANCISCO, CA, 94110",TREAT AVE,9,Mission,MISSION,37.75073611181,-122.41291277122,"(37.75073611, -122.41291277)",Mobile/Open311,
6396194,10/07/2016 10:06:09 PM,10/07/2016 10:47:10 PM,10/07/2016 10:47:10 PM,Closed,Case Transferred - For faster response in the future call the non emergency SFPD at 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"1446 THOMAS AVE, SAN FRANCISCO, CA, 94124",THOMAS AVE,10,Bayview,BAYVIEW,37.728770451738,-122.388408023485,"(37.72877045, -122.38840802)",Mobile/Open311,
6396192,10/07/2016 10:01:42 PM,10/07/2016 11:17:12 PM,10/07/2016 11:17:12 PM,Closed,"Case is a Duplicate - see SR number  6348022,  For faster response in the future call the non emergency SFPD at 415-553-0123 .",311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},Intersection of 7TH ST and HUBBELL ST,7TH ST,10,Mission Bay,SOUTHERN,37.767605,-122.396866666667,"(37.767605, -122.39686667)",Mobile/Open311,
6396111,10/07/2016 09:14:41 PM,10/07/2016 09:27:53 PM,10/07/2016 09:27:53 PM,Closed,Comment Noted - For faster response in the future call the non emergency SFPD at 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"255 BOCANA ST, SAN FRANCISCO, CA, 94110",BOCANA ST,9,Bernal Heights,INGLESIDE,37.739565172268,-122.418265203128,"(37.73956517, -122.4182652)",Mobile/Open311,
6395972,10/07/2016 07:03:35 PM,10/11/2016 10:01:35 AM,10/11/2016 10:01:35 AM,Closed,Case Transferred - Case transfered to DPW for the encampment. New SR#6406212,DPW Ops Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"12 SHOTWELL ST, SAN FRANCISCO, CA, 94103",SHOTWELL ST,9,Mission,MISSION,37.768071647769,-122.416799040625,"(37.76807165, -122.41679904)",Mobile/Open311,
6393056,10/07/2016 09:06:54 AM,,10/21/2016 12:09:10 PM,Open,open,MUNI Work Queue,Noise Report,Noise Issue,{{nature_of_request.label}},Intersection of MARKET ST and SOUTH VAN NESS AVE,MARKET ST,6,South of Market,SOUTHERN,37.774733,-122.419108,"(37.774733, -122.419108)",Mobile/Open311,
6392407,10/07/2016 02:46:50 AM,10/08/2016 05:30:29 AM,10/08/2016 05:30:29 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1368 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,5,Inner Sunset,TARAVAL,37.763916015625,-122.472602844238,"(37.76391602, -122.47260284)",Web,
6392293,10/06/2016 11:06:23 PM,10/07/2016 05:30:42 AM,10/07/2016 05:30:42 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1938 DONNER AVE, SAN FRANCISCO, CA, 94124",DONNER AVE,10,Silver Terrace,BAYVIEW,37.729152679443,-122.402122497559,"(37.72915268, -122.4021225)",Web,
6392271,10/06/2016 10:40:20 PM,10/06/2016 11:22:06 PM,10/06/2016 11:22:06 PM,Closed,Case Transferred - For faster response in the future you are welcome to call directly sfpd non emergency at 415 -553-0123,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"1333 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,9,Mission,MISSION,37.767767,-122.418904,"(37.767767, -122.418904)",Mobile/Open311,
6390810,10/06/2016 01:28:09 PM,10/07/2016 05:30:42 AM,10/07/2016 05:30:42 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2028 JEFFERSON ST, SAN FRANCISCO, CA, 94123",JEFFERSON ST,2,Marina,NORTHERN,37.804466247559,-122.445999145508,"(37.80446625, -122.44599915)",Phone,
6388552,10/06/2016 01:33:26 AM,10/07/2016 05:30:42 AM,10/07/2016 05:30:42 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of KEARNY ST and COMMERCIAL ST,KEARNY ST,3,Chinatown,CENTRAL,37.794021606445,-122.404708862305,"(37.79402161, -122.40470886)",Phone,
6388340,10/05/2016 09:10:51 PM,10/06/2016 05:30:44 AM,10/06/2016 05:30:44 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1673 45TH AVE, SAN FRANCISCO, CA, 94122",45TH AVE,4,Outer Sunset,TARAVAL,37.755416870117,-122.504676818848,"(37.75541687, -122.50467682)",Web,
6388291,10/05/2016 08:44:20 PM,10/05/2016 09:19:44 PM,10/05/2016 09:19:44 PM,Closed,Case Transferred,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},Intersection of CORA ST and VISITACION AVE,CORA ST,10,Visitacion Valley,INGLESIDE,37.7117107,-122.4088558,"(37.7117107, -122.4088558)",Web,
6386898,10/05/2016 01:47:17 PM,10/05/2016 01:58:49 PM,10/05/2016 01:58:49 PM,Closed,Case is Invalid - sent back from dept,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"127 AMAZON AVE, SAN FRANCISCO, CA, 94112",AMAZON AVE,11,Excelsior,INGLESIDE,37.71695,-122.439008,"(37.71695, -122.439008)",Web,
6384436,10/05/2016 06:49:46 AM,10/06/2016 05:30:44 AM,10/06/2016 05:30:44 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"508 SHIELDS ST, SAN FRANCISCO, CA, 94132",SHIELDS ST,11,Ingleside,TARAVAL,37.717987060547,-122.467361450195,"(37.71798706, -122.46736145)",Web,
6384328,10/05/2016 03:47:30 AM,10/06/2016 05:30:44 AM,10/06/2016 05:30:44 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of MOSCOW ST and FRANCE AVE,MOSCOW ST,11,Excelsior,INGLESIDE,37.716594696045,-122.43115234375,"(37.7165947, -122.43115234)",Phone,
6384134,10/04/2016 09:20:04 PM,10/04/2016 10:17:37 PM,10/04/2016 10:17:37 PM,Closed,Case Transferred,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"544 VALENCIA ST, SAN FRANCISCO, CA, 94110",VALENCIA ST,8,Mission Dolores,MISSION,37.76417695455,-122.421932285766,"(37.76417695, -122.42193229)",Mobile/Open311,
6384097,10/04/2016 08:53:50 PM,10/04/2016 10:44:28 PM,10/04/2016 10:44:28 PM,Closed,"Insufficient Information Provided - pls provide detals of there the generator is located, pic shows a homeless encampment",311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"32 SHOTWELL ST, SAN FRANCISCO, CA, 94103",SHOTWELL ST,9,Mission,MISSION,37.767832512071,-122.416785378123,"(37.76783251, -122.41678538)",Mobile/Open311,
6384056,10/04/2016 08:17:33 PM,10/04/2016 08:34:48 PM,10/04/2016 08:34:48 PM,Closed,Case Transferred - to sfpd non emergency,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"2536 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.756678503973,-122.414561407755,"(37.7566785, -122.41456141)",Mobile/Open311,
6383656,10/04/2016 05:22:06 PM,10/05/2016 05:30:21 AM,10/05/2016 05:30:21 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"875 POST ST, SAN FRANCISCO, CA, 94109",POST ST,6,Lower Nob Hill,CENTRAL,37.787178039551,-122.416191101074,"(37.78717804, -122.4161911)",Phone,
6381149,10/04/2016 10:21:58 AM,10/05/2016 05:30:20 AM,10/05/2016 05:30:20 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"120 MORNINGSIDE DR, SAN FRANCISCO, CA, 94132",MORNINGSIDE DR,7,Lakeshore,TARAVAL,37.731510162354,-122.492118835449,"(37.73151016, -122.49211884)",Web,
6374772,10/02/2016 05:29:08 PM,10/03/2016 05:30:26 AM,10/03/2016 05:30:26 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1784 MCKINNON AVE, SAN FRANCISCO, CA, 94124",MCKINNON AVE,10,Bayview,BAYVIEW,37.737880706787,-122.392524719238,"(37.73788071, -122.39252472)",Web,
6373073,10/02/2016 02:51:49 AM,10/02/2016 03:08:21 AM,10/02/2016 03:08:21 AM,Closed,Case is Invalid - Disturbances such as these should be reported directly to Police Non Emergency at 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"70 ALBION ST, SAN FRANCISCO, CA, 94103",ALBION ST,8,Mission Dolores,MISSION,37.76541166822,-122.423219084214,"(37.76541167, -122.42321908)",Mobile/Open311,
6372946,10/01/2016 11:04:10 PM,10/02/2016 05:30:24 AM,10/02/2016 05:30:24 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1050 FILBERT ST, SAN FRANCISCO, CA, 94133",FILBERT ST,2,Russian Hill,CENTRAL,37.800483703613,-122.416778564453,"(37.8004837, -122.41677856)",Web,
6372910,10/01/2016 10:25:38 PM,10/01/2016 10:28:44 PM,10/01/2016 10:28:44 PM,Closed,Case is Invalid,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"3299 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Bernal Heights,INGLESIDE,37.743982712188,-122.420386811078,"(37.74398271, -122.42038681)",Mobile/Open311,
6372907,10/01/2016 10:23:20 PM,10/01/2016 10:28:23 PM,10/01/2016 10:28:23 PM,Closed,Case is Invalid,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"3311 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Bernal Heights,INGLESIDE,37.743863530447,-122.420638409853,"(37.74386353, -122.42063841)",Mobile/Open311,
6372900,10/01/2016 10:11:35 PM,10/02/2016 05:30:24 AM,10/02/2016 05:30:24 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
6372219,10/01/2016 04:11:20 PM,10/02/2016 05:30:24 AM,10/02/2016 05:30:24 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2400 BUCHANAN ST, SAN FRANCISCO, CA, 94115",BUCHANAN ST,2,Pacific Heights,NORTHERN,37.7922706604,-122.43098449707,"(37.79227066, -122.4309845)",Web,
6370982,10/01/2016 08:03:54 AM,10/02/2016 05:30:24 AM,10/02/2016 05:30:24 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2702 23RD ST, SAN FRANCISCO, CA, 94110",23RD ST,9,Mission,MISSION,37.754650115967,-122.406745910645,"(37.75465012, -122.40674591)",Web,
6370757,10/01/2016 01:57:12 AM,10/01/2016 02:13:23 AM,10/01/2016 02:13:23 AM,Closed,Case Transferred - Called and reported to SFPD Non Emergency dispatcher 243. Emailed customer,311 Supervisor Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"1772 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Haight Ashbury,PARK,37.76942,-122.451383,"(37.76942, -122.451383)",Mobile/Open311,
6370673,09/30/2016 11:56:22 PM,10/04/2016 11:31:54 PM,10/04/2016 11:31:54 PM,Closed,Case Resolved - Please call park ranger sat 415-242-6390 when fireworks are present. Thank you,RPD NSA Queue,Noise Report,Noise Issue,{{nature_of_request.label}},"Koshland Park, , SAN FRANCISCO, CA, 94102",Koshland Park,5,Lower Haight,NORTHERN,37.773410408324,-122.426898258249,"(37.77341041, -122.42689826)",Mobile/Open311,
